Medicare Advantage Monthly Capitation Rates for 2026 for All PACE Plans,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.",,,,
Code,State,County Name,Parts A&B 2026 Rate,Parts A&B ESRD 2026 Rate
45160,TEXAS,BOSQUE,"1,544.96","10,455.06"
45170,TEXAS,BOWIE,"1,570.90","10,455.06"
45180,TEXAS,BRAZORIA,"1,544.26","10,455.06"
45190,TEXAS,BRAZOS,"1,326.83","10,455.06"
45200,TEXAS,BREWSTER,"1,575.83","10,455.06"
45201,TEXAS,BRISCOE,"1,443.16","10,455.06"
45210,TEXAS,BROOKS,"1,705.78","10,455.06"
45220,TEXAS,BROWN,"1,573.62","10,455.06"
45221,TEXAS,BURLESON,"1,515.75","10,455.06"
45222,TEXAS,BURNET,"1,377.65","10,455.06"
45223,TEXAS,CALDWELL,"1,556.37","10,455.06"
45224,TEXAS,CALHOUN,"1,535.14","10,455.06"
45230,TEXAS,CALLAHAN,"1,433.89","10,455.06"
45240,TEXAS,CAMERON,"1,473.46","10,455.06"
45250,TEXAS,CAMP,"1,810.86","10,455.06"
45251,TEXAS,CARSON,"1,503.11","10,455.06"
45260,TEXAS,CASS,"1,523.01","10,455.06"
45270,TEXAS,CASTRO,"1,733.63","10,455.06"
45280,TEXAS,CHAMBERS,"2,188.74","10,455.06"
45281,TEXAS,CHEROKEE,"1,673.06","10,455.06"
45290,TEXAS,CHILDRESS,"1,487.99","10,455.06"
45291,TEXAS,CLAY,"1,516.96","10,455.06"
45292,TEXAS,COCHRAN,"1,467.42","10,455.06"
45300,TEXAS,COKE,"1,376.88","10,455.06"
45301,TEXAS,COLEMAN,"1,921.34","10,455.06"
45310,TEXAS,COLLIN,"1,721.91","10,455.06"
45311,TEXAS,COLLINGSWORTH,"2,072.75","10,455.06"
45312,TEXAS,COLORADO,"1,632.05","10,455.06"
45320,TEXAS,COMAL,"1,396.41","10,455.06"
45321,TEXAS,COMANCHE,"1,480.22","10,455.06"
45330,TEXAS,CONCHO,"1,885.48","10,455.06"
45340,TEXAS,COOKE,"1,561.48","10,455.06"
45341,TEXAS,CORYELL,"1,543.07","10,455.06"
45350,TEXAS,COTTLE,"1,442.48","10,455.06"
45360,TEXAS,CRANE,"2,072.75","10,455.06"
45361,TEXAS,CROCKETT,"1,399.84","10,455.06"
45362,TEXAS,CROSBY,"1,584.30","10,455.06"
45370,TEXAS,CULBERSON,"1,850.14","10,455.06"
45380,TEXAS,DALLAM,"1,657.58","10,455.06"
45390,TEXAS,DALLAS,"1,749.57","10,455.06"
45391,TEXAS,DAWSON,"1,897.85","10,455.06"
45392,TEXAS,DEAF SMITH,"1,411.04","10,455.06"
45400,TEXAS,DELTA,"1,573.48","10,455.06"
45410,TEXAS,DENTON,"1,705.36","10,455.06"
45420,TEXAS,DEWITT,"1,539.08","10,455.06"
45421,TEXAS,DICKENS,"2,004.12","10,455.06"
45430,TEXAS,DIMMIT,"1,662.67","10,455.06"
45431,TEXAS,DONLEY,"1,418.84","10,455.06"
45440,TEXAS,DUVAL,"1,787.02","10,455.06"
45450,TEXAS,EASTLAND,"1,609.62","10,455.06"
45451,TEXAS,ECTOR,"1,574.81","10,455.06"
45460,TEXAS,EDWARDS,"1,533.93","10,455.06"
45470,TEXAS,ELLIS,"1,483.25","10,455.06"
45480,TEXAS,EL PASO,"1,396.41","10,455.06"
45490,TEXAS,ERATH,"1,357.53","10,455.06"
45500,TEXAS,FALLS,"1,539.26","10,455.06"
45510,TEXAS,FANNIN,"1,498.30","10,455.06"
45511,TEXAS,FAYETTE,"1,454.74","10,455.06"
45520,TEXAS,FISHER,"1,584.10","10,455.06"
45521,TEXAS,FLOYD,"1,570.21","10,455.06"
45522,TEXAS,FOARD,"1,614.51","10,455.06"
45530,TEXAS,FORT BEND,"1,627.04","10,455.06"
45531,TEXAS,FRANKLIN,"1,673.09","10,455.06"
45540,TEXAS,FREESTONE,"1,510.62","10,455.06"
45541,TEXAS,FRIO,"2,003.46","10,455.06"
45542,TEXAS,GAINES,"1,661.54","10,455.06"
45550,TEXAS,GALVESTON,"1,768.08","10,455.06"
45551,TEXAS,GARZA,"1,742.10","10,455.06"
45552,TEXAS,GILLESPIE,"1,263.49","10,455.06"
45560,TEXAS,GLASSCOCK,"2,201.50","10,455.06"
45561,TEXAS,GOLIAD,"1,550.51","10,455.06"
45562,TEXAS,GONZALES,"1,447.57","10,455.06"
45563,TEXAS,GRAY,"1,576.55","10,455.06"
45564,TEXAS,GRAYSON,"1,474.22","10,455.06"
45570,TEXAS,GREGG,"1,386.70","10,455.06"
45580,TEXAS,GRIMES,"1,494.29","10,455.06"
45581,TEXAS,GUADALUPE,"1,547.50","10,455.06"
45582,TEXAS,HALE,"1,446.02","10,455.06"
45583,TEXAS,HALL,"1,519.45","10,455.06"
45590,TEXAS,HAMILTON,"1,769.88","10,455.06"
45591,TEXAS,HANSFORD,"1,705.03","10,455.06"
45592,TEXAS,HARDEMAN,"1,816.48","10,455.06"
45600,TEXAS,HARDIN,"1,731.27","10,455.06"
45610,TEXAS,HARRIS,"1,860.91","10,455.06"
45620,TEXAS,HARRISON,"1,434.72","10,455.06"
45621,TEXAS,HARTLEY,"1,594.87","10,455.06"
45630,TEXAS,HASKELL,"1,664.49","10,455.06"
45631,TEXAS,HAYS,"1,396.41","10,455.06"
45632,TEXAS,HEMPHILL,"2,170.84","10,455.06"
45640,TEXAS,HENDERSON,"1,500.47","10,455.06"
45650,TEXAS,HIDALGO,"1,634.52","10,455.06"
45651,TEXAS,HILL,"1,389.65","10,455.06"
45652,TEXAS,HOCKLEY,"1,638.18","10,455.06"
45653,TEXAS,HOOD,"1,522.04","10,455.06"
45654,TEXAS,HOPKINS,"1,463.97","10,455.06"
45660,TEXAS,HOUSTON,"1,426.37","10,455.06"
45661,TEXAS,HOWARD,"1,573.26","10,455.06"
45662,TEXAS,HUDSPETH,"1,558.95","10,455.06"
45670,TEXAS,HUNT,"1,588.21","10,455.06"
45671,TEXAS,HUTCHINSON,"1,558.01","10,455.06"
45672,TEXAS,IRION,"1,286.08","10,455.06"
45680,TEXAS,JACK,"1,771.75","10,455.06"
45681,TEXAS,JACKSON,"1,721.18","10,455.06"
45690,TEXAS,JASPER,"1,603.94","10,455.06"
45691,TEXAS,JEFF DAVIS,"1,483.09","10,455.06"
45700,TEXAS,JEFFERSON,"1,729.25","10,455.06"
45710,TEXAS,JIM HOGG,"1,719.04","10,455.06"
45711,TEXAS,JIM WELLS,"1,886.41","10,455.06"
45720,TEXAS,JOHNSON,"1,639.57","10,455.06"
45721,TEXAS,JONES,"1,655.52","10,455.06"
45722,TEXAS,KARNES,"1,635.26","10,455.06"
45730,TEXAS,KAUFMAN,"1,676.71","10,455.06"
45731,TEXAS,KENDALL,"1,396.41","10,455.06"
45732,TEXAS,KENEDY,"1,701.19","10,455.06"
45733,TEXAS,KENT,"1,499.44","10,455.06"
45734,TEXAS,KERR,"1,307.84","10,455.06"
45740,TEXAS,KIMBLE,"1,674.80","10,455.06"
45741,TEXAS,KING,"1,684.17","10,455.06"
45742,TEXAS,KINNEY,"1,673.97","10,455.06"
45743,TEXAS,KLEBERG,"1,706.25","10,455.06"
45744,TEXAS,KNOX,"1,543.56","10,455.06"
45750,TEXAS,LAMAR,"1,472.65","10,455.06"
45751,TEXAS,LAMB,"1,593.03","10,455.06"
45752,TEXAS,LAMPASAS,"1,790.37","10,455.06"
45753,TEXAS,LA SALLE,"2,357.28","10,455.06"
45754,TEXAS,LAVACA,"1,624.26","10,455.06"
45755,TEXAS,LEE,"1,532.76","10,455.06"
45756,TEXAS,LEON,"1,514.39","10,455.06"
45757,TEXAS,LIBERTY,"1,916.43","10,455.06"
45758,TEXAS,LIMESTONE,"1,469.29","10,455.06"
45759,TEXAS,LIPSCOMB,"1,568.58","10,455.06"
45760,TEXAS,LIVE OAK,"1,626.28","10,455.06"
45761,TEXAS,LLANO,"1,389.36","10,455.06"
45762,TEXAS,LOVING,"2,275.50","10,455.06"
45770,TEXAS,LUBBOCK,"1,603.25","10,455.06"
45771,TEXAS,LYNN,"1,688.12","10,455.06"
45772,TEXAS,MCCULLOCH,"1,528.76","10,455.06"
45780,TEXAS,MCLENNAN,"1,278.03","10,455.06"
45781,TEXAS,MCMULLEN,"1,406.45","10,455.06"
45782,TEXAS,MADISON,"1,546.24","10,455.06"
45783,TEXAS,MARION,"1,467.73","10,455.06"
45784,TEXAS,MARTIN,"1,792.50","10,455.06"
45785,TEXAS,MASON,"1,451.08","10,455.06"
45790,TEXAS,MATAGORDA,"1,633.35","10,455.06"
45791,TEXAS,MAVERICK,"1,488.98","10,455.06"
45792,TEXAS,MEDINA,"1,816.49","10,455.06"
45793,TEXAS,MENARD,"1,482.28","10,455.06"
45794,TEXAS,MIDLAND,"1,479.94","10,455.06"
45795,TEXAS,MILAM,"1,975.15","10,455.06"
45796,TEXAS,MILLS,"1,702.00","10,455.06"
45797,TEXAS,MITCHELL,"1,737.59","10,455.06"
45800,TEXAS,MONTAGUE,"1,588.06","10,455.06"
45801,TEXAS,MONTGOMERY,"1,794.47","10,455.06"
45802,TEXAS,MOORE,"1,361.36","10,455.06"
45803,TEXAS,MORRIS,"1,654.57","10,455.06"
45804,TEXAS,MOTLEY,"1,694.52","10,455.06"
45810,TEXAS,NACOGDOCHES,"1,516.47","10,455.06"
45820,TEXAS,NAVARRO,"1,375.78","10,455.06"
45821,TEXAS,NEWTON,"1,514.43","10,455.06"
45822,TEXAS,NOLAN,"1,502.28","10,455.06"
45830,TEXAS,NUECES,"1,804.40","10,455.06"
45831,TEXAS,OCHILTREE,"1,499.47","10,455.06"
45832,TEXAS,OLDHAM,"1,331.44","10,455.06"
45840,TEXAS,ORANGE,"1,818.73","10,455.06"
45841,TEXAS,PALO PINTO,"1,486.61","10,455.06"
45842,TEXAS,PANOLA,"1,655.31","10,455.06"
45843,TEXAS,PARKER,"1,451.30","10,455.06"
45844,TEXAS,PARMER,"1,580.91","10,455.06"
45845,TEXAS,PECOS,"1,585.66","10,455.06"
45850,TEXAS,POLK,"1,475.87","10,455.06"
45860,TEXAS,POTTER,"1,388.38","10,455.06"
45861,TEXAS,PRESIDIO,"1,263.49","10,455.06"
45870,TEXAS,RAINS,"1,627.67","10,455.06"
45871,TEXAS,RANDALL,"1,519.81","10,455.06"
45872,TEXAS,REAGAN,"1,613.95","10,455.06"
45873,TEXAS,REAL,"1,407.04","10,455.06"
45874,TEXAS,RED RIVER,"1,703.99","10,455.06"
45875,TEXAS,REEVES,"1,645.31","10,455.06"
45876,TEXAS,REFUGIO,"1,697.41","10,455.06"
45877,TEXAS,ROBERTS,"1,974.51","10,455.06"
45878,TEXAS,ROBERTSON,"1,461.28","10,455.06"
45879,TEXAS,ROCKWALL,"1,698.41","10,455.06"
45880,TEXAS,RUNNELS,"1,641.99","10,455.06"
45881,TEXAS,RUSK,"1,553.46","10,455.06"
45882,TEXAS,SABINE,"1,501.55","10,455.06"
45883,TEXAS,SAN AUGUSTINE,"1,384.98","10,455.06"
45884,TEXAS,SAN JACINTO,"1,805.79","10,455.06"
45885,TEXAS,SAN PATRICIO,"1,785.27","10,455.06"
45886,TEXAS,SAN SABA,"1,606.13","10,455.06"
45887,TEXAS,SCHLEICHER,"1,924.57","10,455.06"
45888,TEXAS,SCURRY,"1,514.02","10,455.06"
45889,TEXAS,SHACKELFORD,"1,650.08","10,455.06"
45890,TEXAS,SHELBY,"1,588.46","10,455.06"
45891,TEXAS,SHERMAN,"1,394.06","10,455.06"
45892,TEXAS,SMITH,"1,537.33","10,455.06"
45893,TEXAS,SOMERVELL,"1,624.47","10,455.06"
45900,TEXAS,STARR,"1,519.71","10,455.06"
45901,TEXAS,STEPHENS,"1,542.00","10,455.06"
45902,TEXAS,STERLING,"1,425.60","10,455.06"
45903,TEXAS,STONEWALL,"1,793.78","10,455.06"
45904,TEXAS,SUTTON,"1,617.85","10,455.06"
45905,TEXAS,SWISHER,"1,567.70","10,455.06"
45910,TEXAS,TARRANT,"1,583.93","10,455.06"
45911,TEXAS,TAYLOR,"1,358.23","10,455.06"
45912,TEXAS,TERRELL,"1,466.04","10,455.06"
45913,TEXAS,TERRY,"1,618.41","10,455.06"
45920,TEXAS,THROCKMORTON,"1,841.48","10,455.06"
45921,TEXAS,TITUS,"1,832.87","10,455.06"
45930,TEXAS,TOM GREEN,"1,263.49","10,455.06"
45940,TEXAS,TRAVIS,"1,396.41","10,455.06"
45941,TEXAS,TRINITY,"1,620.05","10,455.06"
45942,TEXAS,TYLER,"1,521.87","10,455.06"
45943,TEXAS,UPSHUR,"1,555.88","10,455.06"
45944,TEXAS,UPTON,"2,148.09","10,455.06"
45945,TEXAS,UVALDE,"1,403.17","10,455.06"
45946,TEXAS,VAL VERDE,"1,263.49","10,455.06"
45947,TEXAS,VAN ZANDT,"1,532.76","10,455.06"
45948,TEXAS,VICTORIA,"1,464.00","10,455.06"
45949,TEXAS,WALKER,"1,538.08","10,455.06"
45950,TEXAS,WALLER,"1,620.00","10,455.06"
45951,TEXAS,WARD,"1,573.72","10,455.06"
45952,TEXAS,WASHINGTON,"1,353.10","10,455.06"
45953,TEXAS,WEBB,"1,462.36","10,455.06"
45954,TEXAS,WHARTON,"1,615.44","10,455.06"
45955,TEXAS,WHEELER,"2,088.59","10,455.06"
45960,TEXAS,WICHITA,"1,371.98","10,455.06"
45961,TEXAS,WILBARGER,"1,499.15","10,455.06"
45962,TEXAS,WILLACY,"1,395.58","10,455.06"
45970,TEXAS,WILLIAMSON,"1,441.89","10,455.06"
45971,TEXAS,WILSON,"1,670.57","10,455.06"
45972,TEXAS,WINKLER,"1,868.29","10,455.06"
45973,TEXAS,WISE,"1,521.88","10,455.06"
45974,TEXAS,WOOD,"1,546.35","10,455.06"
45980,TEXAS,YOAKUM,"1,833.88","10,455.06"
45981,TEXAS,YOUNG,"1,592.25","10,455.06"
45982,TEXAS,ZAPATA,"1,648.16","10,455.06"
45983,TEXAS,ZAVALA,"1,663.42","10,455.06"
46000,UTAH,BEAVER,"1,508.00","8,862.07"
46010,UTAH,BOX ELDER,"1,263.49","8,862.07"
46020,UTAH,CACHE,"1,263.49","8,862.07"
46030,UTAH,CARBON,"1,263.49","8,862.07"
46040,UTAH,DAGGETT,"1,444.42","8,862.07"
46050,UTAH,DAVIS,"1,396.41","8,862.07"
46060,UTAH,DUCHESNE,"1,203.19","8,862.07"
46070,UTAH,EMERY,"1,190.89","8,862.07"
46080,UTAH,GARFIELD,"1,325.89","8,862.07"
46090,UTAH,GRAND,"1,408.27","8,862.07"
46100,UTAH,IRON,"1,263.49","8,862.07"
46110,UTAH,JUAB,"1,434.02","8,862.07"
46120,UTAH,KANE,"1,320.98","8,862.07"
46130,UTAH,MILLARD,"1,178.16","8,862.07"
46140,UTAH,MORGAN,"1,396.41","8,862.07"
46150,UTAH,PIUTE,"1,263.49","8,862.07"
46160,UTAH,RICH,"1,214.93","8,862.07"
46170,UTAH,SALT LAKE,"1,396.41","8,862.07"
46180,UTAH,SAN JUAN,"1,431.84","8,862.07"
46190,UTAH,SANPETE,"1,131.28","8,862.07"
46200,UTAH,SEVIER,"1,263.49","8,862.07"
46210,UTAH,SUMMIT,"1,396.41","8,862.07"
46220,UTAH,TOOELE,"1,396.41","8,862.07"
46230,UTAH,UINTAH,"1,263.49","8,862.07"
46240,UTAH,UTAH,"1,396.41","8,862.07"
46250,UTAH,WASATCH,"1,157.53","8,862.07"
46260,UTAH,WASHINGTON,"1,164.74","8,862.07"
46270,UTAH,WAYNE,"1,263.49","8,862.07"
46280,UTAH,WEBER,"1,396.41","8,862.07"
47000,VERMONT,ADDISON,"1,263.49","9,705.71"
47010,VERMONT,BENNINGTON,"1,263.49","9,705.71"
47020,VERMONT,CALEDONIA,"1,325.81","9,705.71"
47030,VERMONT,CHITTENDEN,"1,263.49","9,705.71"
47040,VERMONT,ESSEX,"1,320.87","9,705.71"
47050,VERMONT,FRANKLIN,"1,263.49","9,705.71"
47060,VERMONT,GRAND ISLE,"1,263.49","9,705.71"
47070,VERMONT,LAMOILLE,"1,263.49","9,705.71"
47080,VERMONT,ORANGE,"1,415.89","9,705.71"
47090,VERMONT,ORLEANS,"1,263.49","9,705.71"
47100,VERMONT,RUTLAND,"1,360.97","9,705.71"
47110,VERMONT,WASHINGTON,"1,263.49","9,705.71"
47120,VERMONT,WINDHAM,"1,340.08","9,705.71"
47130,VERMONT,WINDSOR,"1,440.86","9,705.71"
48010,VIRGIN ISLANDS,ST. CROIX,927.16,"9,357.34"
48020,VIRGIN ISLANDS,ST. JOHN,"1,132.24","9,357.34"
49000,VIRGINIA,ACCOMACK,"1,263.49","9,269.34"
49010,VIRGINIA,ALBEMARLE,"1,263.49","9,269.34"
49011,VIRGINIA,ALEXANDRIA CITY,"1,396.41","9,269.34"
49020,VIRGINIA,ALLEGHANY,"1,251.72","9,269.34"
49030,VIRGINIA,AMELIA,"1,396.41","9,269.34"
49040,VIRGINIA,AMHERST,"1,263.49","9,269.34"
49050,VIRGINIA,APPOMATTOX,"1,263.49","9,269.34"
49060,VIRGINIA,ARLINGTON,"1,396.41","9,269.34"
49070,VIRGINIA,AUGUSTA,"1,263.49","9,269.34"
49080,VIRGINIA,BATH,"1,672.37","9,269.34"
49090,VIRGINIA,BEDFORD,"1,263.49","9,269.34"
49100,VIRGINIA,BLAND,"1,263.49","9,269.34"
49110,VIRGINIA,BOTETOURT,"1,396.41","9,269.34"
49111,VIRGINIA,BRISTOL CITY,"1,396.41","9,269.34"
49120,VIRGINIA,BRUNSWICK,"1,263.49","9,269.34"
49130,VIRGINIA,BUCHANAN,"1,295.57","9,269.34"
49140,VIRGINIA,BUCKINGHAM,"1,263.49","9,269.34"
49141,VIRGINIA,BUENA VISTA CITY,"1,263.49","9,269.34"
49150,VIRGINIA,CAMPBELL,"1,263.49","9,269.34"
49160,VIRGINIA,CAROLINE,"1,396.41","9,269.34"
49170,VIRGINIA,CARROLL,"1,263.49","9,269.34"
49180,VIRGINIA,CHARLES CITY,"1,396.41","9,269.34"
49190,VIRGINIA,CHARLOTTE,"1,263.49","9,269.34"
49191,VIRGINIA,CHARLOTTESVILLE CITY,"1,263.49","9,269.34"
49194,VIRGINIA,CHESAPEAKE CITY,"1,396.41","9,269.34"
49200,VIRGINIA,CHESTERFIELD,"1,396.41","9,269.34"
49210,VIRGINIA,CLARKE,"1,396.41","9,269.34"
49212,VIRGINIA,COLONIAL HEIGHTS CITY,"1,396.41","9,269.34"
49213,VIRGINIA,COVINGTON CITY,"1,263.49","9,269.34"
49220,VIRGINIA,CRAIG,"1,396.41","9,269.34"
49230,VIRGINIA,CULPEPER,"1,396.41","9,269.34"
49240,VIRGINIA,CUMBERLAND,"1,396.41","9,269.34"
49241,VIRGINIA,DANVILLE CITY,"1,263.49","9,269.34"
49250,VIRGINIA,DICKENSON,"1,146.10","9,269.34"
49260,VIRGINIA,DINWIDDIE,"1,396.41","9,269.34"
49270,VIRGINIA,EMPORIA CITY,"1,263.49","9,269.34"
49280,VIRGINIA,ESSEX,"1,284.78","9,269.34"
49288,VIRGINIA,FAIRFAX CITY,"1,396.41","9,269.34"
49290,VIRGINIA,FAIRFAX,"1,396.41","9,269.34"
49291,VIRGINIA,FALLS CHURCH CITY,"1,396.41","9,269.34"
49300,VIRGINIA,FAUQUIER,"1,396.41","9,269.34"
49310,VIRGINIA,FLOYD,"1,263.49","9,269.34"
49320,VIRGINIA,FLUVANNA,"1,263.49","9,269.34"
49328,VIRGINIA,FRANKLIN CITY,"1,263.49","9,269.34"
49330,VIRGINIA,FRANKLIN,"1,396.41","9,269.34"
49340,VIRGINIA,FREDERICK,"1,263.49","9,269.34"
49342,VIRGINIA,FREDERICKSBURG CITY,"1,346.84","9,269.34"
49343,VIRGINIA,GALAX CITY,"1,263.49","9,269.34"
49350,VIRGINIA,GILES,"1,263.49","9,269.34"
49360,VIRGINIA,GLOUCESTER,"1,396.41","9,269.34"
49370,VIRGINIA,GOOCHLAND,"1,396.41","9,269.34"
49380,VIRGINIA,GRAYSON,"1,263.49","9,269.34"
49390,VIRGINIA,GREENE,"1,263.49","9,269.34"
49400,VIRGINIA,GREENSVILLE,"1,368.27","9,269.34"
49410,VIRGINIA,HALIFAX,"1,263.49","9,269.34"
49411,VIRGINIA,HAMPTON CITY,"1,396.41","9,269.34"
49420,VIRGINIA,HANOVER,"1,396.41","9,269.34"
49421,VIRGINIA,HARRISONBURG CITY,"1,263.49","9,269.34"
49430,VIRGINIA,HENRICO,"1,396.41","9,269.34"
49440,VIRGINIA,HENRY,"1,263.49","9,269.34"
49450,VIRGINIA,HIGHLAND,"1,263.49","9,269.34"
49451,VIRGINIA,HOPEWELL CITY,"1,396.41","9,269.34"
49460,VIRGINIA,ISLE OF WIGHT,"1,396.41","9,269.34"
49470,VIRGINIA,JAMES CITY,"1,396.41","9,269.34"
49480,VIRGINIA,KING AND QUEEN,"1,396.41","9,269.34"
49490,VIRGINIA,KING GEORGE,"1,396.41","9,269.34"
49500,VIRGINIA,KING WILLIAM,"1,396.41","9,269.34"
49510,VIRGINIA,LANCASTER,"1,263.49","9,269.34"
49520,VIRGINIA,LEE,"1,337.61","9,269.34"
49522,VIRGINIA,LEXINGTON CITY,"1,263.49","9,269.34"
49530,VIRGINIA,LOUDOUN,"1,396.41","9,269.34"
49540,VIRGINIA,LOUISA,"1,396.41","9,269.34"
49550,VIRGINIA,LUNENBURG,"1,263.49","9,269.34"
49551,VIRGINIA,LYNCHBURG CITY,"1,263.49","9,269.34"
49560,VIRGINIA,MADISON,"1,263.49","9,269.34"
49561,VIRGINIA,MARTINSVILLE CITY,"1,263.49","9,269.34"
49563,VIRGINIA,MANASSAS CITY,"1,396.41","9,269.34"
49565,VIRGINIA,MANASSAS PARK CITY,"1,437.87","9,269.34"
49570,VIRGINIA,MATHEWS,"1,396.41","9,269.34"
49580,VIRGINIA,MECKLENBURG,"1,263.49","9,269.34"
49590,VIRGINIA,MIDDLESEX,"1,263.49","9,269.34"
49600,VIRGINIA,MONTGOMERY,"1,263.49","9,269.34"
49620,VIRGINIA,NELSON,"1,263.49","9,269.34"
49621,VIRGINIA,NEW KENT,"1,396.41","9,269.34"
49622,VIRGINIA,NEWPORT NEWS CITY,"1,396.41","9,269.34"
49641,VIRGINIA,NORFOLK CITY,"1,396.41","9,269.34"
49650,VIRGINIA,NORTHAMPTON,"1,263.49","9,269.34"
49660,VIRGINIA,NORTHUMBERLAND,"1,263.49","9,269.34"
49661,VIRGINIA,NORTON CITY,"1,584.74","9,269.34"
49670,VIRGINIA,NOTTOWAY,"1,263.49","9,269.34"
49680,VIRGINIA,ORANGE,"1,263.49","9,269.34"
49690,VIRGINIA,PAGE,"1,263.49","9,269.34"
49700,VIRGINIA,PATRICK,"1,263.49","9,269.34"
49701,VIRGINIA,PETERSBURG CITY,"1,396.41","9,269.34"
49710,VIRGINIA,PITTSYLVANIA,"1,263.49","9,269.34"
49711,VIRGINIA,PORTSMOUTH CITY,"1,396.41","9,269.34"
49712,VIRGINIA,POQUOSON CITY,"1,396.41","9,269.34"
49720,VIRGINIA,POWHATAN,"1,396.41","9,269.34"
49730,VIRGINIA,PRINCE EDWARD,"1,263.49","9,269.34"
49740,VIRGINIA,PRINCE GEORGE,"1,396.41","9,269.34"
49750,VIRGINIA,PRINCE WILLIAM,"1,396.41","9,269.34"
49770,VIRGINIA,PULASKI,"1,263.49","9,269.34"
49771,VIRGINIA,RADFORD CITY,"1,263.49","9,269.34"
49780,VIRGINIA,RAPPAHANNOCK,"1,263.49","9,269.34"
49790,VIRGINIA,RICHMOND,"1,263.49","9,269.34"
49791,VIRGINIA,RICHMOND CITY,"1,396.41","9,269.34"
49800,VIRGINIA,ROANOKE,"1,396.41","9,269.34"
49801,VIRGINIA,ROANOKE CITY,"1,396.41","9,269.34"
49810,VIRGINIA,ROCKBRIDGE,"1,263.49","9,269.34"
49820,VIRGINIA,ROCKINGHAM,"1,263.49","9,269.34"
49830,VIRGINIA,RUSSELL,"1,218.88","9,269.34"
49838,VIRGINIA,SALEM CITY,"1,396.41","9,269.34"
49840,VIRGINIA,SCOTT,"1,396.41","9,269.34"
49850,VIRGINIA,SHENANDOAH,"1,263.49","9,269.34"
49860,VIRGINIA,SMYTH,"1,263.49","9,269.34"
49870,VIRGINIA,SOUTHAMPTON,"1,263.49","9,269.34"
49880,VIRGINIA,SPOTSYLVANIA,"1,396.41","9,269.34"
49890,VIRGINIA,STAFFORD,"1,396.41","9,269.34"
49891,VIRGINIA,STAUNTON CITY,"1,263.49","9,269.34"
49892,VIRGINIA,SUFFOLK CITY,"1,396.41","9,269.34"
49900,VIRGINIA,SURRY,"1,396.41","9,269.34"
49910,VIRGINIA,SUSSEX,"1,396.41","9,269.34"
49920,VIRGINIA,TAZEWELL,"1,263.49","9,269.34"
49921,VIRGINIA,VIRGINIA BEACH CITY,"1,396.41","9,269.34"
49930,VIRGINIA,WARREN,"1,396.41","9,269.34"
49950,VIRGINIA,WASHINGTON,"1,396.41","9,269.34"
49951,VIRGINIA,WAYNESBORO CITY,"1,263.49","9,269.34"
49960,VIRGINIA,WESTMORELAND,"1,263.49","9,269.34"
49961,VIRGINIA,WILLIAMSBURG CITY,"1,396.41","9,269.34"
49962,VIRGINIA,WINCHESTER CITY,"1,263.49","9,269.34"
49970,VIRGINIA,WISE,"1,294.43","9,269.34"
49980,VIRGINIA,WYTHE,"1,263.49","9,269.34"
49981,VIRGINIA,YORK,"1,396.41","9,269.34"
50000,WASHINGTON,ADAMS,"1,360.55","9,657.85"
50010,WASHINGTON,ASOTIN,"1,263.49","9,657.85"
50020,WASHINGTON,BENTON,"1,263.49","9,657.85"
50030,WASHINGTON,CHELAN,"1,171.55","9,657.85"
50040,WASHINGTON,CLALLAM,"1,263.49","9,657.85"
50050,WASHINGTON,CLARK,"1,396.41","9,657.85"
50060,WASHINGTON,COLUMBIA,"1,527.08","9,657.85"
50070,WASHINGTON,COWLITZ,"1,263.49","9,657.85"
50080,WASHINGTON,DOUGLAS,"1,086.41","9,657.85"
50090,WASHINGTON,FERRY,"1,396.04","9,657.85"
50100,WASHINGTON,FRANKLIN,"1,236.99","9,657.85"
50110,WASHINGTON,GARFIELD,"1,830.71","9,657.85"
50120,WASHINGTON,GRANT,"1,153.70","9,657.85"
50130,WASHINGTON,GRAYS HARBOR,"1,290.66","9,657.85"
50140,WASHINGTON,ISLAND,"1,396.41","9,657.85"
50150,WASHINGTON,JEFFERSON,"1,299.59","9,657.85"
50160,WASHINGTON,KING,"1,396.41","9,657.85"
50170,WASHINGTON,KITSAP,"1,396.41","9,657.85"
50180,WASHINGTON,KITTITAS,"1,352.04","9,657.85"
50190,WASHINGTON,KLICKITAT,"1,513.43","9,657.85"
50200,WASHINGTON,LEWIS,"1,263.49","9,657.85"
50210,WASHINGTON,LINCOLN,"1,633.02","9,657.85"
50220,WASHINGTON,MASON,"1,250.01","9,657.85"
50230,WASHINGTON,OKANOGAN,"1,205.98","9,657.85"
50240,WASHINGTON,PACIFIC,"1,496.26","9,657.85"
50250,WASHINGTON,PEND OREILLE,"1,209.23","9,657.85"
50260,WASHINGTON,PIERCE,"1,396.41","9,657.85"
50270,WASHINGTON,SAN JUAN,"1,306.91","9,657.85"
50280,WASHINGTON,SKAGIT,"1,318.95","9,657.85"
50290,WASHINGTON,SKAMANIA,"1,488.09","9,657.85"
50300,WASHINGTON,SNOHOMISH,"1,396.41","9,657.85"
50310,WASHINGTON,SPOKANE,"1,396.41","9,657.85"
50320,WASHINGTON,STEVENS,"1,234.18","9,657.85"
50330,WASHINGTON,THURSTON,"1,396.41","9,657.85"
